Establishment_id,Name,Category,Inspection_date,Inspection_results,City,State,Zip,Address_line_1,Address_line_2,Food_from_approved_source,Food_protected_from_contamination,Ill_workers_restricted,Proper_hand_washing,Cooling_time_and_temperature,Cold_holding_temperature,Hot_holding_temperature,Cooking_time_and_temperature,Reheating_time_and_temperature,Hot_and_cold_running_water_provided,Proper_sewage_disposal,No_bare_hand_contact,Adequate_hand_washing_facilities,Rodent_and_insects,Food_contact_surfaces_and_equipment,Inspection_type,Owner,Type,Location
1754,BOBBY'S BURGER PALACE,Full Service,1/19/2017 0:00,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
1754,BOBBY'S BURGER PALACE,Full Service,5/6/2019 0:00,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
1754,BOBBY'S BURGER PALACE,Full Service,12/4/2015 0:00,------,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
1754,BOBBY'S BURGER PALACE,Full Service,4/14/2015 0:00,------,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
1754,BOBBY'S BURGER PALACE,Full Service,8/1/2012 0:00,------,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
1754,BOBBY'S BURGER PALACE,Full Service,2/21/2013 0:00,------,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271)
2425,BELTWAY PLAZA GASOLINE,Gas Station Store,4/17/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,5901 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Other,LIAQUAT MASOOD,Food Establishments,POINT (-76.913407 38.998015)
2425,BELTWAY PLAZA GASOLINE,Gas Station Store,5/3/2018 0:00,Facility Closed,COLLEGE PARK,MD,20740,5901 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Other,LIAQUAT MASOOD,Food Establishments,POINT (-76.913407 38.998015)
2425,BELTWAY PLAZA GASOLINE,Gas Station Store,10/8/2015 0:00,------,COLLEGE PARK,MD,20740,5901 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,LIAQUAT MASOOD,Food Establishments,POINT (-76.913407 38.998015)
965,MEALS ON WHEELS OF COLLEGE PARK,Delivery Only,1/28/2020 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,11/20/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Food Complaint,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,1/23/2014 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,8/3/2017 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,6/26/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,1/23/2014 0:00,------,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,12/16/2016 0:00,------,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,11/27/2018 0:00,------,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
965,MEALS ON WHEELS OF COLLEGE PARK,Catering Only,12/18/2015 0:00,------,COLLEGE PARK,MD,20740,9601 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LISA EALLEY,Food Establishments,POINT (-76.922165 39.010438)
1551,THE JERK PIT,Full Service,7/13/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,11/14/2019 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,11/21/2019 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Restaurant,2/12/2021 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Re-inspection,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Restaurant,3/25/2021 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,10/15/2014 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,6/15/2015 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,6/19/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,9/7/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,9/26/2016 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,6/27/2017 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Restaurant,2/3/2021 0:00,------,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Single Foodborne Illness,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,9/9/2013 0:00,------,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
1551,THE JERK PIT,Full Service,1/9/2012 0:00,------,COLLEGE PARK,MD,20740,9078 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LISA ROSE,Food Establishments,POINT (-76.930788 39.002645)
2024,MCDONALDS,Fast Food - Chain,2/12/2021 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Food Complaint,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,8/9/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,11/21/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,9/15/2015 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,3/15/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,7/7/2016 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,10/13/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,9/12/2019 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food - Chain,8/18/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,8/19/2014 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Fire / Natural Disaster,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,5/11/2018 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,3/6/2014 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,3/16/2017 0:00,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,4/9/2012 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,1/25/2013 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,7/18/2012 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,2/4/2015 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,2/4/2015 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,1/15/2014 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,2/8/2013 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,12/19/2013 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Change Of Ownership,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
2024,MCDONALDS,Fast Food,1/15/2014 0:00,------,COLLEGE PARK,MD,20740,8301 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,LUIS GAVIGNANO,Food Establishments,POINT (-76.933348 38.992162)
1146,PIZZA HUT 23538,Fast Food - Chain,5/29/2020 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Change Of Ownership,LUIS IBARGUENGOYTIA,Food Establishments,POINT (-76.931327 38.999878)
1146,PIZZA HUT 036868,Fast Food - Chain,6/23/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS IBARGUENGOYTIA,Food Establishments,POINT (-76.931327 38.999878)
1146,PIZZA HUT 23538,Fast Food - Chain,6/11/2020 0:00,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,LUIS IBARGUENGOYTIA,Food Establishments,POINT (-76.931327 38.999878)
458,EL CORDOBES,Grocery Store,12/4/2019 0:00,Critical Violations observed,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,10/18/2017 0:00,Critical Violations observed,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,2/4/2013 0:00,------,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,12/15/2014 0:00,------,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,12/15/2014 0:00,------,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,6/3/2016 0:00,------,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
458,EL CORDOBES,Grocery Store,2/18/2013 0:00,------,College Park,MD,20740,9933 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,LUIS PENA,Food Establishments,POINT (-76.920473 39.016853)
2228,SEVEN ELEVEN 11642B,Convenience Store,3/26/2021 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,4921 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,MALIK AWAN,Food Establishments,POINT (-76.922405 39.015982)
807,KFC KO71141,Fast Food - Chain,1/16/2020 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,6101 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,MANISH PATEL,Food Establishments,POINT (-76.909497 38.997459)
807,KFC KO71141,Fast Food - Chain,10/26/2021 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,6101 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MANISH PATEL,Food Establishments,POINT (-76.909497 38.997459)
